"","OB1","OB3","OB4","YB1","YB3","YB4"
"ENSMUSG00000060888",0,0,0,0,0,0
"ENSMUSG00000060890",0,0,0,0,6,0
"ENSMUSG00000060904",4576,4875,5815,4054,5255,4740
"ENSMUSG00000060913",0,0,0,0,0,0
"ENSMUSG00000060918",0,0,0,0,0,0
"ENSMUSG00000060923",226,414,356,129,293,238
"ENSMUSG00000060924",19,0,0,0,0,0
"ENSMUSG00000060935",1080,1129,1520,1160,1548,1510
"ENSMUSG00000060938",410,348,432,444,357,378
"ENSMUSG00000060950",313,121,261,298,290,221
"ENSMUSG00000060956",0,0,0,0,0,0
"ENSMUSG00000060961",0,0,1,0,0,0
"ENSMUSG00000060962",0,0,0,0,0,0
"ENSMUSG00000060967",0,0,0,0,0,0
"ENSMUSG00000060969",0,0,1,0,0,4
"ENSMUSG00000060974",0,0,0,0,0,0
"ENSMUSG00000060981",66,19,36,48,49,25
"ENSMUSG00000060985",0,0,0,0,0,0
"ENSMUSG00000060988",0,0,0,0,0,0
"ENSMUSG00000060989",9,7,6,12,8,8
"ENSMUSG00000060992",5330,4804,5821,5670,6271,5605
"ENSMUSG00000061000",0,0,0,0,0,0
"ENSMUSG00000061013",91,301,148,89,0,106
"ENSMUSG00000061022",0,0,0,0,0,0
"ENSMUSG00000061024",423,862,1151,1181,1007,1300
"ENSMUSG00000061028",1751,2275,3152,2658,2248,2431
"ENSMUSG00000061032",11354,8767,13958,11906,11153,10318
"ENSMUSG00000061039",16,0,0,0,0,33
"ENSMUSG00000061046",207,581,740,221,546,570
"ENSMUSG00000061048",0,1,79,0,3,0
"ENSMUSG00000061062",3666,3258,5013,2958,4405,4022
"ENSMUSG00000061065",0,3,0,0,0,0
"ENSMUSG00000061068",0,0,0,0,0,0
"ENSMUSG00000061075",0,0,0,0,0,0
"ENSMUSG00000061079",879,1757,2171,1715,1541,1936
"ENSMUSG00000061080",91,157,120,160,31,151
"ENSMUSG00000061082",0,0,0,0,0,0
"ENSMUSG00000061086",225,231,292,116,302,206
"ENSMUSG00000061099",3,0,4,0,10,13
"ENSMUSG00000061100",0,0,0,0,0,0
"ENSMUSG00000061104",2442,1901,3124,2457,2847,2351
"ENSMUSG00000061111",3917,3341,4766,4121,5392,4752
"ENSMUSG00000061115",0,0,0,0,0,0
"ENSMUSG00000061118",257,358,494,312,360,403
"ENSMUSG00000061119",1542,1524,1771,1778,2306,1633
"ENSMUSG00000061126",0,0,0,0,0,0
"ENSMUSG00000061130",1877,1766,2323,1964,1543,2042
"ENSMUSG00000061132",0,0,53,0,0,0
"ENSMUSG00000061136",2515,3963,4899,3651,3438,3669
"ENSMUSG00000061143",517,82,628,102,276,234
"ENSMUSG00000061144",0,0,0,0,0,0
"ENSMUSG00000061150",0,0,0,0,0,0
"ENSMUSG00000061165",0,0,0,0,0,0
"ENSMUSG00000061167",1,0,0,2,1,1
"ENSMUSG00000061171",1319,1001,1601,1353,1550,1652
"ENSMUSG00000061175",963,790,1588,853,943,693
"ENSMUSG00000061184",0,0,0,0,0,0
"ENSMUSG00000061186",0,0,0,0,0,0
"ENSMUSG00000061195",0,0,0,0,0,0
"ENSMUSG00000061207",389,350,624,388,679,487
"ENSMUSG00000061208",0,0,0,0,0,0
"ENSMUSG00000061210",0,0,0,0,0,0
"ENSMUSG00000061232",34911,31225,47510,24193,27863,26960
"ENSMUSG00000061242",13,5,4,9,7,4
"ENSMUSG00000061244",8028,7037,10185,8391,6178,7253
"ENSMUSG00000061246",0,0,0,0,0,0
"ENSMUSG00000061259",0,0,0,0,0,0
"ENSMUSG00000061272",0,0,0,0,0,0
"ENSMUSG00000061273",1830,1226,2422,1601,2062,1948
"ENSMUSG00000061286",778,603,813,623,690,776
"ENSMUSG00000061288",79,470,293,776,197,390
"ENSMUSG00000061292",0,0,0,0,0,0
"ENSMUSG00000061295",0,0,0,0,0,0
"ENSMUSG00000061296",0,0,0,0,0,0
"ENSMUSG00000061298",0,0,0,0,0,0
"ENSMUSG00000061305",0,0,0,0,0,0
"ENSMUSG00000061306",8725,9054,11688,5955,7750,8674
"ENSMUSG00000061311",0,0,0,0,0,0
"ENSMUSG00000061313",289,604,1299,245,473,632
"ENSMUSG00000061315",303,304,419,304,454,313
"ENSMUSG00000061322",16,0,0,0,0,0
"ENSMUSG00000061330",210,212,283,193,238,193
"ENSMUSG00000061331",0,0,0,0,0,0
"ENSMUSG00000061336",0,0,0,0,0,0
"ENSMUSG00000061342",0,0,0,0,0,0
"ENSMUSG00000061353",84431,106007,174865,89991,88603,87102
"ENSMUSG00000061356",0,0,1,0,0,0
"ENSMUSG00000061360",1221,1072,1361,1220,1303,1298
"ENSMUSG00000061361",0,0,0,0,0,0
"ENSMUSG00000061367",0,0,0,0,0,0
"ENSMUSG00000061371",1,106,330,137,576,180
"ENSMUSG00000061374",2180,1301,3381,1623,2371,2028
"ENSMUSG00000061376",0,0,0,0,0,0
"ENSMUSG00000061387",0,0,0,0,0,0
"ENSMUSG00000061388",0,0,0,0,0,0
"ENSMUSG00000061390",0,0,0,0,0,0
"ENSMUSG00000061392",0,0,0,0,0,0
"ENSMUSG00000061393",526,475,915,615,695,629
"ENSMUSG00000061397",0,0,0,0,0,0
"ENSMUSG00000061410",1188,1031,1662,1137,1523,1820
"ENSMUSG00000061411",159,781,1150,1231,1287,1151
"ENSMUSG00000061414",31,0,77,0,0,0
"ENSMUSG00000061436",999,1058,1649,1071,682,1461
"ENSMUSG00000061451",59,1,8,11,0,52
"ENSMUSG00000061455",1491,1496,3454,1924,1596,1810
"ENSMUSG00000061457",0,0,0,0,0,0
"ENSMUSG00000061458",457,712,1221,567,532,1078
"ENSMUSG00000061461",458,624,779,589,774,721
"ENSMUSG00000061462",224,496,1004,69,354,131
"ENSMUSG00000061469",0,0,0,0,0,0
"ENSMUSG00000061474",19,18,19,14,17,15
"ENSMUSG00000061477",36,22,38,72,90,43
"ENSMUSG00000061479",1307,1275,1702,1512,1516,1645
"ENSMUSG00000061482",51,24,42,42,58,31
"ENSMUSG00000061486",44,43,51,41,43,43
"ENSMUSG00000061488",0,0,0,0,2,0
"ENSMUSG00000061489",0,0,0,0,0,0
"ENSMUSG00000061490",1,0,0,0,0,0
"ENSMUSG00000061501",0,0,0,0,0,0
"ENSMUSG00000061510",0,48,0,22,0,0
"ENSMUSG00000061517",0,0,63,0,0,0
"ENSMUSG00000061518",212,208,328,276,318,232
"ENSMUSG00000061520",0,0,0,0,0,0
"ENSMUSG00000061524",89,136,141,142,146,384
"ENSMUSG00000061525",0,0,0,0,0,0
"ENSMUSG00000061527",0,0,0,0,0,0
"ENSMUSG00000061531",0,0,0,0,0,0
"ENSMUSG00000061533",330,443,461,102,70,646
"ENSMUSG00000061535",154,142,275,403,103,303
"ENSMUSG00000061536",285,483,643,335,458,821
"ENSMUSG00000061540",0,0,0,0,0,0
"ENSMUSG00000061544",185,643,685,458,654,471
"ENSMUSG00000061549",0,0,0,0,0,0
"ENSMUSG00000061559",3043,2823,3144,3308,3150,2428
"ENSMUSG00000061561",0,0,0,0,0,0
"ENSMUSG00000061576",0,0,0,0,0,0
"ENSMUSG00000061577",0,0,0,81,0,0
"ENSMUSG00000061578",0,0,0,0,0,0
"ENSMUSG00000061584",0,0,0,0,0,0
"ENSMUSG00000061589",513,685,1194,912,720,1116
"ENSMUSG00000061601",5,26,43,0,1,54
"ENSMUSG00000061602",0,0,0,0,0,0
"ENSMUSG00000061603",0,0,124,22,169,23
"ENSMUSG00000061607",404,303,829,479,511,117
"ENSMUSG00000061613",154,191,242,260,223,188
"ENSMUSG00000061614",0,0,0,0,0,0
"ENSMUSG00000061615",0,0,0,0,0,0
"ENSMUSG00000061616",0,0,0,0,0,0
"ENSMUSG00000061619",28,16,26,19,29,22
"ENSMUSG00000061626",0,0,0,0,0,0
"ENSMUSG00000061633",0,0,0,0,0,0
"ENSMUSG00000061637",0,0,0,0,0,0
"ENSMUSG00000061650",1930,1430,1830,1805,1906,1965
"ENSMUSG00000061653",0,0,0,0,0,0
"ENSMUSG00000061654",0,0,0,0,0,0
"ENSMUSG00000061665",7991,8302,12197,7107,6418,7430
"ENSMUSG00000061666",690,755,1511,1005,947,1012
"ENSMUSG00000061669",0,0,1,1,0,1
"ENSMUSG00000061684",50,38,55,23,48,25
"ENSMUSG00000061689",5446,3865,5768,5834,4474,4121
"ENSMUSG00000061701",0,0,0,0,0,0
"ENSMUSG00000061702",0,21,53,10,10,38
"ENSMUSG00000061707",0,0,11,0,0,0
"ENSMUSG00000061718",117,28,124,47,28,27
"ENSMUSG00000061723",0,0,0,0,0,0
"ENSMUSG00000061724",1577,1231,1781,1543,1523,1372
"ENSMUSG00000061728",19,32,56,0,0,0
"ENSMUSG00000061731",1125,780,1845,922,1089,1064
"ENSMUSG00000061740",7454,7413,12010,5927,7496,8559
"ENSMUSG00000061742",0,0,0,0,0,0
"ENSMUSG00000061751",144,606,287,289,317,319
"ENSMUSG00000061755",2301,2635,3122,2100,1850,2559
"ENSMUSG00000061758",120,227,184,75,150,185
"ENSMUSG00000061759",486,369,700,548,463,403
"ENSMUSG00000061762",0,19,44,0,0,0
"ENSMUSG00000061769",0,0,0,0,0,0
"ENSMUSG00000061777",0,0,0,0,0,0
"ENSMUSG00000061778",2316,2027,2740,2092,2626,2069
"ENSMUSG00000061780",0,0,0,0,0,0
"ENSMUSG00000061787",59,48,150,83,88,191
"ENSMUSG00000061798",0,0,0,0,0,0
"ENSMUSG00000061802",0,0,0,0,0,0
"ENSMUSG00000061808",76,209,14,29,358,632
"ENSMUSG00000061809",0,0,0,0,0,0
"ENSMUSG00000061815",0,0,0,0,0,0
"ENSMUSG00000061816",0,0,0,0,0,0
"ENSMUSG00000061825",0,0,0,0,0,0
"ENSMUSG00000061829",0,0,0,0,0,0
"ENSMUSG00000061833",1,0,0,0,0,0
"ENSMUSG00000061838",1073,1022,1566,818,1124,1190
"ENSMUSG00000061843",0,0,0,0,0,0
"ENSMUSG00000061845",0,0,0,0,0,0
"ENSMUSG00000061847",0,0,0,0,0,0
"ENSMUSG00000061848",1174,862,1117,876,952,861
"ENSMUSG00000061852",0,0,0,0,0,1
"ENSMUSG00000061859",151,411,984,414,567,111
"ENSMUSG00000061863",0,7,0,0,0,0
"ENSMUSG00000061864",0,0,0,0,0,0
"ENSMUSG00000061875",0,0,0,0,0,0
"ENSMUSG00000061877",0,0,0,0,0,0
"ENSMUSG00000061878",51,235,242,96,61,165
"ENSMUSG00000061882",138,145,331,38,0,197
"ENSMUSG00000061887",1539,2071,3114,1380,2375,1682
"ENSMUSG00000061894",93,298,0,67,133,226
"ENSMUSG00000061897",231,298,284,244,324,294
"ENSMUSG00000061898",495,1090,1011,981,672,693
"ENSMUSG00000061904",9254,7827,12388,8672,10201,9638
"ENSMUSG00000061906",0,0,1,0,0,18
"ENSMUSG00000061911",0,0,0,0,0,0
"ENSMUSG00000061923",0,0,0,0,0,0
"ENSMUSG00000061928",0,0,0,0,0,0
"ENSMUSG00000061937",0,0,0,0,0,0
"ENSMUSG00000061947",0,0,0,0,0,0
"ENSMUSG00000061950",3732,3032,5375,3575,3709,3981
"ENSMUSG00000061952",0,0,0,0,0,0
"ENSMUSG00000061958",0,0,0,0,0,0
"ENSMUSG00000061959",0,1,0,0,0,0
"ENSMUSG00000061961",0,0,0,0,0,0
"ENSMUSG00000061969",0,0,0,0,0,0
"ENSMUSG00000061972",0,62,0,27,0,28
"ENSMUSG00000061974",0,0,0,0,0,0
"ENSMUSG00000061975",0,0,0,0,0,0
"ENSMUSG00000061977",0,0,0,0,0,0
"ENSMUSG00000061979",766,716,1465,1045,903,306
"ENSMUSG00000061981",4055,3251,5716,1659,1322,2087
"ENSMUSG00000061983",70,35,22,61,93,40
"ENSMUSG00000061984",0,0,0,0,0,0
"ENSMUSG00000061988",0,0,0,0,0,0
"ENSMUSG00000061991",0,0,0,0,1,0
"ENSMUSG00000061992",0,0,0,0,1,2
"ENSMUSG00000062006",331,312,470,418,434,638
"ENSMUSG00000062007",0,13,3,0,0,0
"ENSMUSG00000062012",97,328,539,204,215,445
"ENSMUSG00000062014",3578,3906,6937,4115,4323,5302
"ENSMUSG00000062017",10,18,0,0,0,10
"ENSMUSG00000062028",0,0,0,0,0,0
"ENSMUSG00000062031",953,1139,1716,800,1366,1232
"ENSMUSG00000062036",0,0,0,0,0,0
"ENSMUSG00000062037",0,0,0,0,0,0
"ENSMUSG00000062038",1,0,0,1,0,1
"ENSMUSG00000062040",314,701,390,513,498,630
"ENSMUSG00000062042",0,0,0,0,0,0
"ENSMUSG00000062044",0,1,0,1,1,2
"ENSMUSG00000062046",0,0,0,0,0,0
"ENSMUSG00000062054",652,713,909,458,822,392
"ENSMUSG00000062061",0,0,0,0,0,0
"ENSMUSG00000062064",0,0,0,0,0,0
"ENSMUSG00000062070",381,284,421,254,259,300
"ENSMUSG00000062073",0,0,0,0,0,0
"ENSMUSG00000062074",0,0,0,0,0,0
"ENSMUSG00000062075",1421,492,765,702,1291,1204
"ENSMUSG00000062077",0,0,0,0,0,0
"ENSMUSG00000062078",18664,23429,39449,19890,22998,19950
"ENSMUSG00000062081",1076,944,1304,981,1054,977
"ENSMUSG00000062082",0,0,0,0,0,0
"ENSMUSG00000062083",343,210,246,178,214,275
"ENSMUSG00000062093",81,147,266,146,96,60
"ENSMUSG00000062098",1823,2482,3827,2133,2171,2726
"ENSMUSG00000062101",744,664,475,366,415,662
"ENSMUSG00000062103",0,0,0,0,0,0
"ENSMUSG00000062105",0,0,0,0,0,0
"ENSMUSG00000062110",218,464,777,372,961,810
"ENSMUSG00000062115",542,815,2049,656,1403,1172
"ENSMUSG00000062116",394,461,801,787,727,494
"ENSMUSG00000062121",0,0,0,0,0,0
"ENSMUSG00000062124",0,0,0,0,0,0
"ENSMUSG00000062127",11961,9995,14457,11680,6855,9098
"ENSMUSG00000062128",0,0,0,0,0,0
"ENSMUSG00000062132",0,0,0,0,0,0
"ENSMUSG00000062142",0,0,0,0,0,0
"ENSMUSG00000062148",0,0,23,0,0,0
"ENSMUSG00000062151",202,84,154,445,800,1130
"ENSMUSG00000062152",1,0,0,0,0,0
"ENSMUSG00000062154",0,0,0,0,0,0
"ENSMUSG00000062157",89,5,0,110,0,87
"ENSMUSG00000062162",0,0,0,0,0,0
"ENSMUSG00000062165",0,0,0,0,0,0
"ENSMUSG00000062168",51,0,57,0,0,43
"ENSMUSG00000062169",2804,2438,3237,3166,2434,1796
"ENSMUSG00000062170",0,0,0,58,13,0
"ENSMUSG00000062175",8,30,29,11,28,20
"ENSMUSG00000062181",0,0,0,0,0,0
"ENSMUSG00000062184",0,0,0,0,0,65
"ENSMUSG00000062186",0,0,0,0,0,0
"ENSMUSG00000062190",893,674,1407,802,1202,1110
"ENSMUSG00000062198",358,475,608,520,387,379
"ENSMUSG00000062199",0,0,0,0,0,0
"ENSMUSG00000062200",0,0,0,0,0,0
"ENSMUSG00000062201",0,0,0,0,0,0
"ENSMUSG00000062202",1261,2003,1671,1176,613,1578
"ENSMUSG00000062203",2978,2641,3638,4024,2849,2849
"ENSMUSG00000062204",0,0,0,0,0,0
"ENSMUSG00000062209",0,0,3,0,0,3
"ENSMUSG00000062210",1194,902,1127,1418,1642,958
"ENSMUSG00000062224",0,0,0,0,0,0
"ENSMUSG00000062226",0,0,0,0,0,0
"ENSMUSG00000062232",5271,8769,13154,6598,6372,7581
"ENSMUSG00000062234",4325,5352,6358,4319,4141,5215
"ENSMUSG00000062235",0,0,0,0,0,0
"ENSMUSG00000062245",0,0,0,0,0,0
"ENSMUSG00000062248",25,59,53,33,53,22
"ENSMUSG00000062252",0,0,0,0,0,0
"ENSMUSG00000062257",0,0,0,0,0,0
"ENSMUSG00000062270",1154,1116,1568,1046,1256,1185
"ENSMUSG00000062272",0,0,0,0,0,0
"ENSMUSG00000062275",0,0,0,0,0,0
"ENSMUSG00000062278",0,0,0,0,0,0
"ENSMUSG00000062279",0,0,0,0,0,0
"ENSMUSG00000062280",0,0,0,0,0,0
"ENSMUSG00000062282",0,0,0,0,0,0
"ENSMUSG00000062284",0,9,1,0,0,1
"ENSMUSG00000062296",0,0,0,0,0,0
"ENSMUSG00000062300",1783,1477,2575,1657,1788,1274
"ENSMUSG00000062309",0,0,0,0,0,0
"ENSMUSG00000062310",0,0,0,0,0,0
"ENSMUSG00000062312",1509,1518,1899,1812,1097,2581
"ENSMUSG00000062314",0,0,0,0,0,0
"ENSMUSG00000062319",0,0,0,0,0,0
"ENSMUSG00000062327",0,0,18,57,0,14
"ENSMUSG00000062328",11,57,67,74,67,71
"ENSMUSG00000062329",1835,1065,2514,1623,579,587
"ENSMUSG00000062342",0,0,0,0,0,0
"ENSMUSG00000062345",51,0,0,0,0,0
"ENSMUSG00000062352",717,916,752,1082,904,921
"ENSMUSG00000062353",388,320,336,336,311,290
"ENSMUSG00000062365",0,0,1,0,2,0
"ENSMUSG00000062369",0,0,0,0,0,0
"ENSMUSG00000062372",0,0,0,0,0,0
"ENSMUSG00000062373",6041,4798,8166,5538,5650,5091
"ENSMUSG00000062376",175,279,289,281,465,322
"ENSMUSG00000062380",19,1,105,0,0,27
"ENSMUSG00000062382",12757,10126,14255,10039,11926,10360
"ENSMUSG00000062391",0,0,0,0,0,0
"ENSMUSG00000062393",0,0,0,0,0,0
"ENSMUSG00000062397",7239,6497,10924,7675,8833,7240
"ENSMUSG00000062400",0,0,0,0,0,0
"ENSMUSG00000062410",0,0,0,0,0,0
"ENSMUSG00000062421",5979,3836,6192,7660,6061,5776
"ENSMUSG00000062426",0,0,0,0,0,0
"ENSMUSG00000062432",0,0,0,0,0,0
"ENSMUSG00000062433",0,0,0,0,0,0
"ENSMUSG00000062434",0,0,0,0,0,0
"ENSMUSG00000062438",0,0,0,0,43,0
"ENSMUSG00000062444",0,0,0,0,0,0
"ENSMUSG00000062456",372,333,334,338,308,259
"ENSMUSG00000062458",0,0,0,0,0,0
"ENSMUSG00000062461",1,0,10,1,0,2
"ENSMUSG00000062464",0,1,0,2,1,1
"ENSMUSG00000062470",7,76,30,73,13,45
"ENSMUSG00000062472",0,0,0,0,0,0
"ENSMUSG00000062477",0,0,0,0,0,0
"ENSMUSG00000062478",0,0,0,0,0,0
"ENSMUSG00000062480",0,0,0,3,21,6
"ENSMUSG00000062483",0,0,0,0,0,0
"ENSMUSG00000062488",984,1473,2181,694,1498,1109
"ENSMUSG00000062496",0,0,0,0,0,0
"ENSMUSG00000062497",0,0,0,0,0,0
"ENSMUSG00000062510",108,0,62,62,69,84
"ENSMUSG00000062511",0,0,0,0,0,0
"ENSMUSG00000062515",256,305,424,355,103,486
"ENSMUSG00000062518",0,0,0,0,0,0
"ENSMUSG00000062519",415,265,525,776,504,480
"ENSMUSG00000062524",0,0,0,0,0,0
"ENSMUSG00000062526",545,640,1020,373,531,758
"ENSMUSG00000062527",0,0,0,0,0,0
"ENSMUSG00000062528",0,0,0,0,0,0
"ENSMUSG00000062542",0,0,0,0,0,82
"ENSMUSG00000062543",0,0,0,0,0,0
"ENSMUSG00000062545",98,58,86,88,54,0
"ENSMUSG00000062546",0,0,0,0,0,0
"ENSMUSG00000062551",0,0,0,0,0,0
"ENSMUSG00000062553",0,0,0,0,0,0
"ENSMUSG00000062554",130,111,102,105,109,105
"ENSMUSG00000062556",0,0,0,0,0,0
"ENSMUSG00000062561",0,0,0,0,0,0
"ENSMUSG00000062563",142,367,220,258,250,16
"ENSMUSG00000062564",0,0,0,0,0,0
"ENSMUSG00000062580",2111,1861,2752,2472,2351,1900
"ENSMUSG00000062582",0,1,2,0,2,0
"ENSMUSG00000062585",0,1,2,0,2,85
"ENSMUSG00000062588",71,125,129,38,74,184
"ENSMUSG00000062590",519,348,1017,207,418,338
"ENSMUSG00000062591",129,107,279,188,300,266
"ENSMUSG00000062593",26,0,6,3,16,0
"ENSMUSG00000062598",0,0,0,0,0,0
"ENSMUSG00000062604",2069,2237,2552,1426,2302,1565
"ENSMUSG00000062608",0,0,0,0,0,0
"ENSMUSG00000062609",63,143,117,12,0,96
"ENSMUSG00000062611",504,374,485,483,470,423
"ENSMUSG00000062619",265,214,295,149,246,299
"ENSMUSG00000062621",0,0,0,0,0,0
"ENSMUSG00000062624",0,0,0,0,0,0
"ENSMUSG00000062627",1839,2375,2333,2208,2037,2472
"ENSMUSG00000062629",0,0,0,0,0,0
"ENSMUSG00000062638",0,0,0,0,0,0
"ENSMUSG00000062646",799,920,1237,1057,924,758
"ENSMUSG00000062647",180,198,346,316,333,264
"ENSMUSG00000062649",0,0,0,0,0,0
"ENSMUSG00000062651",0,0,0,0,0,0
"ENSMUSG00000062661",218,265,196,148,250,155
"ENSMUSG00000062683",21,38,29,12,31,12
"ENSMUSG00000062687",0,1,1,0,1,0
"ENSMUSG00000062691",363,348,294,192,288,252
"ENSMUSG00000062694",0,13,0,35,0,0
"ENSMUSG00000062704",0,0,0,0,0,0
"ENSMUSG00000062705",0,0,0,0,9,0
"ENSMUSG00000062712",0,0,0,0,0,0
"ENSMUSG00000062713",0,0,0,0,0,59
"ENSMUSG00000062727",0,0,0,0,7,0
"ENSMUSG00000062729",1571,2149,2495,1676,1812,2159
"ENSMUSG00000062732",0,0,0,0,0,0
"ENSMUSG00000062737",0,0,0,0,0,0
"ENSMUSG00000062742",0,0,0,1,0,1
"ENSMUSG00000062743",116,365,476,158,464,139
"ENSMUSG00000062751",0,0,0,0,0,0
"ENSMUSG00000062753",223,185,253,157,277,217
"ENSMUSG00000062757",0,0,0,0,0,0
"ENSMUSG00000062758",0,0,0,1,0,0
"ENSMUSG00000062760",0,0,0,0,0,0
"ENSMUSG00000062761",2438,3100,2623,2385,2161,2618
"ENSMUSG00000062762",6514,4993,8968,6099,6597,6196
"ENSMUSG00000062773",0,0,0,0,0,0
"ENSMUSG00000062778",0,0,0,0,0,0
"ENSMUSG00000062782",0,0,0,0,0,0
"ENSMUSG00000062783",0,0,0,0,0,0
"ENSMUSG00000062785",3,0,7,0,7,0
"ENSMUSG00000062791",0,0,0,0,0,0
"ENSMUSG00000062793",0,0,0,0,0,0
"ENSMUSG00000062794",74,0,0,0,0,0
"ENSMUSG00000062797",1841,1208,2097,2384,1706,1609
"ENSMUSG00000062814",0,0,0,0,0,0
"ENSMUSG00000062818",0,0,0,0,0,0
"ENSMUSG00000062822",1357,1198,2632,1057,1638,1632
"ENSMUSG00000062825",4889,3454,6775,2968,3900,4604
"ENSMUSG00000062826",0,0,0,0,0,0
"ENSMUSG00000062833",0,0,0,0,0,0
"ENSMUSG00000062844",0,0,0,0,0,0
"ENSMUSG00000062846",276,251,378,305,301,250
"ENSMUSG00000062859",6,18,44,31,16,47
"ENSMUSG00000062861",190,557,333,521,428,546
"ENSMUSG00000062866",6122,6225,7041,5177,6521,6123
"ENSMUSG00000062867",426,316,1123,1104,1194,1014
"ENSMUSG00000062868",0,0,0,0,0,0
"ENSMUSG00000062873",0,0,0,0,0,0
"ENSMUSG00000062874",0,0,0,0,0,0
"ENSMUSG00000062878",0,0,0,0,0,0
"ENSMUSG00000062892",0,0,0,0,0,0
"ENSMUSG00000062896",0,1,0,0,0,0
"ENSMUSG00000062901",2962,3269,6868,3109,3124,3897
"ENSMUSG00000062905",0,0,0,0,0,0
"ENSMUSG00000062906",1942,1859,3052,2020,2505,2741
"ENSMUSG00000062908",4160,4884,5965,4510,4752,4100
"ENSMUSG00000062914",0,0,0,0,0,0
"ENSMUSG00000062929",2658,3021,3509,3024,2972,4107
"ENSMUSG00000062931",305,514,138,497,285,199
"ENSMUSG00000062933",950,752,948,736,976,734
"ENSMUSG00000062937",1947,2479,2627,1461,2624,2419
"ENSMUSG00000062939",0,0,0,10,0,15
"ENSMUSG00000062944",235,244,87,328,318,582
"ENSMUSG00000062949",1864,3298,5766,3130,2353,3201
"ENSMUSG00000062952",0,0,0,0,0,0
"ENSMUSG00000062960",41962,51059,80796,40657,44303,67503
"ENSMUSG00000062961",0,0,0,0,0,0
"ENSMUSG00000062962",0,0,0,0,0,0
"ENSMUSG00000062963",1117,1034,1382,857,1472,977
"ENSMUSG00000062980",828,669,872,1007,270,369
"ENSMUSG00000062981",908,695,1066,1037,1133,871
"ENSMUSG00000062987",0,0,0,0,0,0
"ENSMUSG00000062991",0,0,0,0,0,0
"ENSMUSG00000062995",3540,2635,4183,2953,3118,2456
"ENSMUSG00000062997",32,26,40,42,26,15
"ENSMUSG00000063001",0,0,1,1,0,0
"ENSMUSG00000063011",0,0,0,0,0,0
"ENSMUSG00000063015",5349,4753,7879,4352,5371,5010
"ENSMUSG00000063018",5,0,0,0,17,6
"ENSMUSG00000063019",1683,1328,2419,1428,1683,1874
"ENSMUSG00000063020",0,0,0,0,0,0
"ENSMUSG00000063021",0,2,0,1,0,0
"ENSMUSG00000063047",20,327,24,2,71,148
"ENSMUSG00000063049",2102,1438,1701,1814,1722,1817
"ENSMUSG00000063052",1624,1065,2001,1335,1325,1451
"ENSMUSG00000063058",0,0,0,0,0,0
"ENSMUSG00000063060",17897,16533,32545,13621,20128,18212
"ENSMUSG00000063063",0,0,0,0,96,0
"ENSMUSG00000063065",9115,8797,14234,8818,11197,9674
"ENSMUSG00000063077",3552,4036,7104,4056,3346,3946
"ENSMUSG00000063087",112,76,231,209,40,78
"ENSMUSG00000063089",0,0,0,0,0,0
"ENSMUSG00000063106",0,0,0,0,0,0
"ENSMUSG00000063108",320,795,579,453,243,981
"ENSMUSG00000063109",0,3,35,50,0,8
"ENSMUSG00000063116",0,0,0,0,0,0
"ENSMUSG00000063120",0,0,0,0,0,0
"ENSMUSG00000063129",46,30,59,28,23,24
"ENSMUSG00000063130",0,19,1,0,0,0
"ENSMUSG00000063133",0,0,0,0,0,0
"ENSMUSG00000063137",0,0,0,0,0,0
"ENSMUSG00000063142",394,89,2,72,23,105
"ENSMUSG00000063145",391,399,372,174,517,342
"ENSMUSG00000063146",185,63,246,178,120,66
"ENSMUSG00000063157",0,0,0,0,0,0
"ENSMUSG00000063160",585,1014,1300,507,676,934
"ENSMUSG00000063163",0,0,0,0,0,0
"ENSMUSG00000063166",0,0,0,0,0,0
"ENSMUSG00000063171",2130,1412,2421,3334,1983,1803
"ENSMUSG00000063172",159,152,199,168,192,188
"ENSMUSG00000063173",0,0,0,0,0,0
"ENSMUSG00000063176",0,0,0,0,0,0
"ENSMUSG00000063177",0,0,0,0,0,0
"ENSMUSG00000063179",519,256,319,579,492,564
"ENSMUSG00000063180",0,0,0,0,0,0
"ENSMUSG00000063188",0,0,0,0,0,0
"ENSMUSG00000063193",0,0,0,0,0,0
"ENSMUSG00000063200",2633,3210,3936,2436,3402,2302
"ENSMUSG00000063206",0,0,0,0,0,0
"ENSMUSG00000063216",0,0,0,0,0,0
"ENSMUSG00000063221",0,0,0,0,0,0
"ENSMUSG00000063225",0,0,0,0,0,0
"ENSMUSG00000063229",36662,23491,41448,22323,24458,22251
"ENSMUSG00000063230",0,0,0,0,0,0
"ENSMUSG00000063232",0,0,0,0,0,0
"ENSMUSG00000063234",0,0,0,0,30,0
"ENSMUSG00000063235",454,474,713,500,796,594
"ENSMUSG00000063236",1502,1111,1636,1641,1242,1038
"ENSMUSG00000063239",0,0,0,0,0,0
"ENSMUSG00000063240",0,0,0,0,0,0
"ENSMUSG00000063245",0,0,0,12,3,0
"ENSMUSG00000063251",0,0,0,0,0,0
"ENSMUSG00000063252",0,0,0,0,0,0
"ENSMUSG00000063253",1875,2161,2897,2139,2695,1950
"ENSMUSG00000063254",0,7,0,0,0,0
"ENSMUSG00000063260",0,0,0,0,0,0
"ENSMUSG00000063268",2010,2307,2819,2670,2615,2778
"ENSMUSG00000063273",1949,1997,3184,2184,2157,1508
"ENSMUSG00000063275",90,23,29,110,41,61
