,OH1,OH3,OH4,YH1,YH3,YH4_1,YH4_L2
ENSMUSG00000083501,0,0,0,0,0,0,0
ENSMUSG00000083502,0,0,0,0,0,0,0
ENSMUSG00000083503,0,0,0,0,0,0,0
ENSMUSG00000083505,1,0,0,14,0,0,1
ENSMUSG00000083507,0,0,0,0,0,2,5
ENSMUSG00000083508,0,0,0,0,0,0,0
ENSMUSG00000083509,0,0,0,0,0,0,0
ENSMUSG00000083510,0,0,0,0,0,0,0
ENSMUSG00000083512,95,109,90,110,106,113,116
ENSMUSG00000083513,0,0,0,0,0,0,0
ENSMUSG00000083514,0,0,0,0,0,0,0
ENSMUSG00000083515,0,0,0,0,0,0,0
ENSMUSG00000083516,0,0,0,0,0,0,0
ENSMUSG00000083517,0,0,0,0,0,0,0
ENSMUSG00000083518,0,0,0,1,0,0,0
ENSMUSG00000083519,0,0,0,0,0,0,0
ENSMUSG00000083520,0,0,0,0,0,0,0
ENSMUSG00000083522,0,0,0,0,0,0,0
ENSMUSG00000083524,0,0,0,0,0,0,0
ENSMUSG00000083527,0,0,0,0,0,0,0
ENSMUSG00000083528,0,0,0,0,0,0,0
ENSMUSG00000083530,0,0,0,0,0,0,0
ENSMUSG00000083533,0,3,0,0,10,9,11
ENSMUSG00000083534,0,0,0,0,0,0,0
ENSMUSG00000083535,0,0,0,0,0,0,0
ENSMUSG00000083536,0,0,0,0,0,0,0
ENSMUSG00000083537,12,27,15,16,45,22,30
ENSMUSG00000083538,0,69,43,0,0,74,60
ENSMUSG00000083539,0,1,0,0,0,0,0
ENSMUSG00000083541,0,0,0,0,0,0,0
ENSMUSG00000083542,0,0,0,0,0,0,0
ENSMUSG00000083543,0,0,0,0,0,0,0
ENSMUSG00000083544,0,0,0,0,0,0,0
ENSMUSG00000083545,0,0,0,0,0,0,1
ENSMUSG00000083546,0,0,0,0,0,0,0
ENSMUSG00000083547,0,0,0,0,0,0,0
ENSMUSG00000083548,0,0,0,0,0,0,0
ENSMUSG00000083549,5,7,4,6,1,8,5
ENSMUSG00000083550,0,0,0,0,0,0,0
ENSMUSG00000083551,0,0,0,0,0,0,0
ENSMUSG00000083553,0,0,0,0,1,0,0
ENSMUSG00000083554,55,80,81,210,151,98,103
ENSMUSG00000083555,0,0,0,0,0,0,0
ENSMUSG00000083556,0,0,0,0,0,0,0
ENSMUSG00000083557,52,271,257,92,242,331,296
ENSMUSG00000083558,0,0,0,0,0,0,0
ENSMUSG00000083560,0,0,0,0,0,0,0
ENSMUSG00000083561,0,0,0,0,0,0,0
ENSMUSG00000083562,0,0,0,0,0,0,0
ENSMUSG00000083563,11,8,16,3,11,19,20
ENSMUSG00000083564,0,0,0,0,0,0,0
ENSMUSG00000083565,0,0,0,0,0,0,0
ENSMUSG00000083566,0,0,0,0,0,0,0
ENSMUSG00000083567,113,101,111,79,112,168,173
ENSMUSG00000083568,0,0,0,0,0,0,0
ENSMUSG00000083569,0,0,0,0,0,0,0
ENSMUSG00000083570,0,0,0,0,0,0,0
ENSMUSG00000083572,0,0,0,0,0,0,0
ENSMUSG00000083573,0,0,0,0,0,0,0
ENSMUSG00000083574,0,0,0,0,0,0,0
ENSMUSG00000083576,0,0,0,0,0,0,0
ENSMUSG00000083577,0,0,0,0,0,0,0
ENSMUSG00000083579,0,0,0,0,0,0,0
ENSMUSG00000083580,0,0,0,0,0,0,0
ENSMUSG00000083581,0,0,0,0,0,0,0
ENSMUSG00000083582,0,0,0,0,0,0,0
ENSMUSG00000083584,0,0,0,0,0,0,0
ENSMUSG00000083585,0,0,0,0,0,0,0
ENSMUSG00000083586,0,0,0,0,0,0,0
ENSMUSG00000083587,0,0,0,0,0,0,0
ENSMUSG00000083588,0,0,0,0,0,0,0
ENSMUSG00000083590,0,0,0,0,0,0,0
ENSMUSG00000083592,0,0,0,0,0,0,0
ENSMUSG00000083594,0,0,0,0,0,0,0
ENSMUSG00000083595,224,269,204,169,112,177,170
ENSMUSG00000083596,0,2,0,2,0,0,0
ENSMUSG00000083597,0,0,0,0,0,0,0
ENSMUSG00000083598,0,0,0,0,0,0,0
ENSMUSG00000083599,42,42,37,47,35,73,55
ENSMUSG00000083601,0,0,0,0,0,0,0
ENSMUSG00000083602,0,0,0,0,0,0,0
ENSMUSG00000083603,0,0,0,0,0,0,0
ENSMUSG00000083605,0,0,0,0,0,0,0
ENSMUSG00000083606,0,0,0,0,0,0,0
ENSMUSG00000083607,0,0,0,0,0,0,0
ENSMUSG00000083608,0,0,0,0,0,2,3
ENSMUSG00000083609,0,0,0,0,0,0,0
ENSMUSG00000083610,2177,3051,2745,2435,3349,3924,3946
ENSMUSG00000083611,0,0,0,0,0,0,0
ENSMUSG00000083613,0,0,0,0,0,0,0
ENSMUSG00000083614,0,0,0,0,0,0,0
ENSMUSG00000083615,0,0,0,0,0,0,0
ENSMUSG00000083616,0,0,0,0,0,0,0
ENSMUSG00000083617,0,0,0,0,0,0,0
ENSMUSG00000083618,0,0,0,0,0,0,0
ENSMUSG00000083619,0,0,0,0,0,0,0
ENSMUSG00000083620,0,0,0,0,0,0,0
ENSMUSG00000083621,1145,985,928,767,943,1023,1051
ENSMUSG00000083622,0,0,0,0,0,0,0
ENSMUSG00000083623,0,1,1,1,0,0,3
ENSMUSG00000083624,0,0,0,0,0,0,0
ENSMUSG00000083625,0,0,0,0,0,0,0
ENSMUSG00000083626,659,591,543,453,583,640,663
ENSMUSG00000083627,0,0,0,0,0,0,0
ENSMUSG00000083628,0,0,0,0,0,0,0
ENSMUSG00000083629,0,0,0,0,0,0,0
ENSMUSG00000083630,0,0,0,0,0,0,0
ENSMUSG00000083631,0,0,0,0,0,0,0
ENSMUSG00000083632,0,0,0,0,0,1,2
ENSMUSG00000083633,0,0,0,0,0,0,0
ENSMUSG00000083635,0,0,0,0,0,0,0
ENSMUSG00000083636,0,0,0,0,0,0,0
ENSMUSG00000083637,0,0,0,0,0,0,0
ENSMUSG00000083640,24,29,18,28,13,29,17
ENSMUSG00000083641,0,0,0,0,0,0,0
ENSMUSG00000083642,0,1,2,1,0,0,0
ENSMUSG00000083643,0,0,0,0,0,0,0
ENSMUSG00000083644,0,0,0,0,0,0,0
ENSMUSG00000083645,0,0,12,0,3,27,27
ENSMUSG00000083646,12,3,7,56,27,11,14
ENSMUSG00000083648,0,0,0,0,0,0,0
ENSMUSG00000083649,1,0,27,0,0,0,2
ENSMUSG00000083650,0,0,0,0,0,0,0
ENSMUSG00000083651,0,0,0,0,0,0,0
ENSMUSG00000083653,0,0,0,0,0,0,0
ENSMUSG00000083654,0,0,0,0,0,0,0
ENSMUSG00000083655,0,0,0,0,0,0,0
ENSMUSG00000083657,0,2,1,0,0,0,0
ENSMUSG00000083658,0,0,0,0,0,0,0
ENSMUSG00000083659,0,0,0,0,0,0,0
ENSMUSG00000083660,0,0,0,0,0,0,0
ENSMUSG00000083661,0,0,0,0,0,0,0
ENSMUSG00000083662,0,0,0,0,0,0,0
ENSMUSG00000083663,0,0,0,0,0,0,0
ENSMUSG00000083664,0,0,0,0,0,0,0
ENSMUSG00000083665,0,0,0,0,0,0,0
ENSMUSG00000083666,0,0,0,0,0,0,0
ENSMUSG00000083667,0,0,0,0,0,0,0
ENSMUSG00000083668,96,131,64,206,124,113,106
ENSMUSG00000083669,723,809,619,555,675,646,622
ENSMUSG00000083670,548,563,605,492,740,648,692
ENSMUSG00000083671,0,0,0,0,0,0,0
ENSMUSG00000083672,0,0,0,0,0,0,0
ENSMUSG00000083673,0,0,0,0,0,0,0
ENSMUSG00000083674,0,12,3,0,0,0,0
ENSMUSG00000083676,0,0,0,0,0,0,0
ENSMUSG00000083677,0,0,0,0,0,0,0
ENSMUSG00000083678,774,633,579,488,771,842,910
ENSMUSG00000083679,2140,2180,2488,1285,2028,2797,2814
ENSMUSG00000083680,0,0,0,0,0,0,0
ENSMUSG00000083681,1,3,1,4,5,2,2
ENSMUSG00000083682,0,0,0,0,0,0,0
ENSMUSG00000083683,0,0,0,0,0,0,0
ENSMUSG00000083684,0,0,0,0,0,0,0
ENSMUSG00000083685,0,0,0,0,0,0,0
ENSMUSG00000083686,0,0,0,0,0,0,1
ENSMUSG00000083687,0,0,0,0,0,0,0
ENSMUSG00000083688,325,268,263,267,311,288,294
ENSMUSG00000083689,0,0,0,0,0,0,0
ENSMUSG00000083691,0,0,0,0,0,0,0
ENSMUSG00000083692,2120,2233,1741,1997,1960,2094,2171
ENSMUSG00000083693,0,0,0,0,0,0,0
ENSMUSG00000083695,0,0,0,0,49,14,14
ENSMUSG00000083697,0,0,0,0,0,0,0
ENSMUSG00000083698,0,0,0,0,0,0,0
ENSMUSG00000083699,0,0,0,0,0,0,0
ENSMUSG00000083700,0,29,28,17,21,61,38
ENSMUSG00000083701,0,0,0,0,0,0,0
ENSMUSG00000083702,0,0,0,0,0,0,0
ENSMUSG00000083704,0,0,0,0,0,0,0
ENSMUSG00000083705,0,3,0,1,0,1,1
ENSMUSG00000083706,0,0,0,0,0,0,0
ENSMUSG00000083707,0,0,0,0,0,0,0
ENSMUSG00000083708,197,132,143,119,210,165,178
ENSMUSG00000083709,0,0,0,0,0,0,0
ENSMUSG00000083710,0,0,0,0,0,0,0
ENSMUSG00000083711,0,0,0,0,0,0,0
ENSMUSG00000083713,0,4,1,2,0,1,2
ENSMUSG00000083714,0,0,0,0,0,0,0
ENSMUSG00000083715,0,0,0,0,0,0,0
ENSMUSG00000083716,861,913,652,545,815,901,899
ENSMUSG00000083717,0,0,0,0,0,0,0
ENSMUSG00000083718,0,50,31,0,0,38,36
ENSMUSG00000083719,0,0,0,0,0,0,0
ENSMUSG00000083720,0,0,10,0,0,0,0
ENSMUSG00000083721,0,0,0,0,0,0,0
ENSMUSG00000083722,0,0,0,0,0,0,0
ENSMUSG00000083723,0,0,0,0,0,0,0
ENSMUSG00000083725,38,42,37,79,45,56,48
ENSMUSG00000083728,0,0,0,0,0,0,0
ENSMUSG00000083729,1,0,0,0,0,3,1
ENSMUSG00000083731,0,0,0,0,0,0,0
ENSMUSG00000083732,0,0,0,0,0,0,0
ENSMUSG00000083733,0,0,3,0,0,0,0
ENSMUSG00000083734,17,8,10,0,8,24,18
ENSMUSG00000083735,0,0,0,0,0,0,0
ENSMUSG00000083736,70,60,46,58,67,59,59
ENSMUSG00000083737,0,0,0,0,0,0,0
ENSMUSG00000083738,0,0,0,0,0,0,0
ENSMUSG00000083740,0,0,0,0,0,0,0
ENSMUSG00000083741,0,0,0,0,0,0,0
ENSMUSG00000083742,0,0,0,0,0,0,0
ENSMUSG00000083743,0,0,0,0,0,0,0
ENSMUSG00000083744,0,0,0,0,0,0,0
ENSMUSG00000083745,0,0,0,1,0,0,0
ENSMUSG00000083747,0,0,0,0,0,0,0
ENSMUSG00000083748,0,0,0,0,0,0,0
ENSMUSG00000083749,0,0,0,0,0,0,0
ENSMUSG00000083750,0,0,0,0,0,0,0
ENSMUSG00000083751,0,0,0,0,0,0,0
ENSMUSG00000083752,0,0,0,0,0,0,0
ENSMUSG00000083753,0,0,0,0,0,0,0
ENSMUSG00000083754,4,4,2,2,2,4,4
ENSMUSG00000083755,0,0,0,0,0,0,0
ENSMUSG00000083757,31,7,8,0,17,1,0
ENSMUSG00000083760,0,0,0,0,0,0,0
ENSMUSG00000083761,0,2,1,0,1,1,1
ENSMUSG00000083763,0,0,0,0,0,0,0
ENSMUSG00000083764,0,0,0,0,0,0,0
ENSMUSG00000083766,0,0,0,0,0,0,0
ENSMUSG00000083767,577,583,455,472,516,454,458
ENSMUSG00000083768,0,0,0,0,0,0,0
ENSMUSG00000083769,0,0,0,0,0,0,0
ENSMUSG00000083771,0,0,0,0,0,0,0
ENSMUSG00000083772,2,0,0,0,0,0,0
ENSMUSG00000083773,0,0,4,2,1,0,0
ENSMUSG00000083774,698,933,726,557,713,985,984
ENSMUSG00000083775,0,0,0,0,0,0,0
ENSMUSG00000083776,0,0,0,0,0,0,0
ENSMUSG00000083777,0,0,0,0,0,0,0
ENSMUSG00000083778,0,0,0,0,0,0,0
ENSMUSG00000083779,0,0,0,0,0,0,0
ENSMUSG00000083780,2,0,0,0,0,0,1
ENSMUSG00000083781,0,0,0,0,0,0,0
ENSMUSG00000083782,0,0,0,0,0,0,0
ENSMUSG00000083783,0,5,0,0,0,11,5
ENSMUSG00000083784,0,0,0,0,0,0,0
ENSMUSG00000083785,0,0,0,0,0,0,0
ENSMUSG00000083786,0,0,0,0,0,0,0
ENSMUSG00000083787,0,0,0,0,0,0,0
ENSMUSG00000083789,0,0,0,0,0,0,0
ENSMUSG00000083791,0,0,0,0,0,0,0
ENSMUSG00000083792,0,0,0,0,0,0,0
ENSMUSG00000083793,40,59,35,15,53,67,64
ENSMUSG00000083794,0,0,0,0,0,0,0
ENSMUSG00000083795,0,0,0,0,0,0,0
ENSMUSG00000083796,0,0,0,0,0,10,13
ENSMUSG00000083798,201,361,210,412,401,378,404
ENSMUSG00000083801,0,0,0,0,0,0,0
ENSMUSG00000083803,0,0,0,0,0,0,0
ENSMUSG00000083804,0,0,0,0,0,0,0
ENSMUSG00000083805,0,0,0,0,0,0,0
ENSMUSG00000083806,0,0,0,0,0,0,0
ENSMUSG00000083807,0,0,0,0,0,0,0
ENSMUSG00000083808,0,0,0,0,0,0,0
ENSMUSG00000083809,0,0,0,0,0,0,0
ENSMUSG00000083810,0,0,0,0,0,0,0
ENSMUSG00000083811,26,0,1,20,2,22,22
ENSMUSG00000083812,0,0,0,0,0,0,0
ENSMUSG00000083813,107,170,145,143,145,150,150
ENSMUSG00000083814,0,0,0,0,0,0,0
ENSMUSG00000083815,0,0,0,0,0,0,0
ENSMUSG00000083816,228,95,218,121,203,102,92
ENSMUSG00000083817,0,0,0,0,31,0,0
ENSMUSG00000083818,0,0,0,0,0,0,0
ENSMUSG00000083819,97,131,106,202,119,135,144
ENSMUSG00000083820,248,243,236,196,236,315,340
ENSMUSG00000083821,0,0,0,0,0,0,0
ENSMUSG00000083822,28,22,14,15,18,28,19
ENSMUSG00000083823,0,0,0,1,0,0,0
ENSMUSG00000083825,0,0,0,0,0,0,0
ENSMUSG00000083826,19,21,34,1,27,0,0
ENSMUSG00000083827,7,0,0,0,101,7,3
ENSMUSG00000083828,0,0,0,0,0,0,0
ENSMUSG00000083829,587,543,461,638,588,695,700
ENSMUSG00000083830,0,0,0,0,0,0,0
ENSMUSG00000083831,0,0,0,0,0,0,0
ENSMUSG00000083832,5,0,6,0,0,3,11
ENSMUSG00000083833,0,0,0,1,0,0,0
ENSMUSG00000083834,62,82,60,71,58,57,66
ENSMUSG00000083835,0,0,0,0,0,0,0
ENSMUSG00000083836,548,437,360,460,504,440,483
ENSMUSG00000083837,0,0,0,0,0,0,0
ENSMUSG00000083838,0,1,0,0,0,0,0
ENSMUSG00000083839,0,0,0,0,0,0,0
ENSMUSG00000083841,7,5,0,1,1,2,7
ENSMUSG00000083842,0,0,1,0,0,0,0
ENSMUSG00000083843,0,0,0,0,0,0,0
ENSMUSG00000083844,532,578,444,394,786,719,746
ENSMUSG00000083845,0,0,0,0,0,0,0
ENSMUSG00000083846,0,0,0,0,0,0,0
ENSMUSG00000083847,0,0,0,0,0,0,1
ENSMUSG00000083848,0,0,0,0,0,0,0
ENSMUSG00000083849,3,14,15,10,15,19,21
ENSMUSG00000083851,0,0,0,0,0,0,0
ENSMUSG00000083852,0,0,0,0,0,0,0
ENSMUSG00000083853,0,0,0,0,0,2,2
ENSMUSG00000083854,722,659,623,335,600,748,751
ENSMUSG00000083855,0,0,0,0,0,0,0
ENSMUSG00000083856,99,91,62,56,70,99,94
ENSMUSG00000083857,0,0,0,0,0,0,0
ENSMUSG00000083858,0,0,0,0,0,0,0
ENSMUSG00000083859,0,1,0,2,0,4,0
ENSMUSG00000083860,111,152,130,128,142,98,120
ENSMUSG00000083861,0,0,0,0,0,0,0
ENSMUSG00000083863,12,8,2,2,3,5,13
ENSMUSG00000083864,68,88,103,84,112,101,103
ENSMUSG00000083866,0,0,3,0,0,0,0
ENSMUSG00000083867,0,0,0,0,0,0,0
ENSMUSG00000083868,0,0,0,0,0,0,0
ENSMUSG00000083869,0,0,0,0,0,0,0
ENSMUSG00000083870,12,0,0,0,0,0,0
ENSMUSG00000083871,0,0,0,0,0,0,0
ENSMUSG00000083872,0,0,0,0,0,0,0
ENSMUSG00000083873,0,0,0,0,0,0,0
ENSMUSG00000083874,0,0,0,0,0,0,0
ENSMUSG00000083875,27,8,8,0,0,1,2
ENSMUSG00000083876,0,0,0,0,0,0,0
ENSMUSG00000083877,0,0,0,0,0,0,0
ENSMUSG00000083878,1,0,0,0,0,0,0
ENSMUSG00000083879,84,82,84,52,71,145,145
ENSMUSG00000083880,0,0,0,0,0,0,0
ENSMUSG00000083882,0,0,0,0,0,0,0
ENSMUSG00000083884,0,0,0,0,0,0,0
ENSMUSG00000083885,16,6,4,0,0,41,23
ENSMUSG00000083886,0,0,0,0,0,0,0
ENSMUSG00000083887,0,0,0,0,0,0,0
ENSMUSG00000083888,0,0,0,0,0,0,0
ENSMUSG00000083889,0,0,0,0,0,0,0
ENSMUSG00000083890,29,23,18,9,11,22,23
ENSMUSG00000083892,2175,2185,2003,1992,2177,2185,2233
ENSMUSG00000083893,0,0,0,0,0,0,0
ENSMUSG00000083894,0,0,32,0,0,12,6
ENSMUSG00000083895,0,0,0,0,0,0,0
ENSMUSG00000083896,0,0,0,0,0,0,0
ENSMUSG00000083897,0,0,0,0,0,0,0
ENSMUSG00000083898,0,0,0,0,0,0,0
ENSMUSG00000083899,5514,7920,4783,10441,6421,4765,4892
ENSMUSG00000083900,40,74,38,57,59,56,54
ENSMUSG00000083901,0,0,0,0,0,0,0
ENSMUSG00000083902,1682,1866,1679,1470,1588,1287,1352
ENSMUSG00000083903,0,0,0,0,0,0,1
ENSMUSG00000083904,0,0,0,0,0,0,0
ENSMUSG00000083905,0,0,0,0,0,0,0
ENSMUSG00000083906,11,12,9,5,10,13,13
ENSMUSG00000083907,24,27,28,25,21,2,9
ENSMUSG00000083908,0,0,0,0,0,0,0
ENSMUSG00000083909,0,0,0,0,0,0,0
ENSMUSG00000083910,0,0,0,0,0,1,0
ENSMUSG00000083911,0,1,0,0,1,1,0
ENSMUSG00000083912,233,218,169,216,226,240,256
ENSMUSG00000083913,0,0,0,0,0,0,0
ENSMUSG00000083914,7,3,2,2,1,3,7
ENSMUSG00000083915,0,0,0,0,0,0,0
ENSMUSG00000083916,0,0,0,0,0,0,0
ENSMUSG00000083917,0,0,0,0,0,0,0
ENSMUSG00000083918,0,0,0,0,0,0,0
ENSMUSG00000083919,0,0,0,0,0,0,0
ENSMUSG00000083920,0,0,0,0,0,0,0
ENSMUSG00000083921,0,1,0,0,0,0,0
ENSMUSG00000083922,0,0,0,0,0,0,0
ENSMUSG00000083923,0,0,0,0,0,0,0
ENSMUSG00000083924,0,0,0,0,0,1,1
ENSMUSG00000083925,0,0,0,0,0,0,0
ENSMUSG00000083926,8,11,11,9,16,14,11
ENSMUSG00000083927,0,0,0,0,0,0,0
ENSMUSG00000083928,0,0,0,0,0,0,0
ENSMUSG00000083929,0,0,0,0,0,0,0
ENSMUSG00000083930,8,16,7,5,3,18,23
ENSMUSG00000083931,0,0,0,0,0,0,0
ENSMUSG00000083932,0,0,0,0,0,0,0
ENSMUSG00000083933,0,0,0,0,0,0,0
ENSMUSG00000083934,0,0,0,0,0,0,0
ENSMUSG00000083935,0,0,0,0,0,0,0
ENSMUSG00000083936,0,0,0,0,0,0,0
ENSMUSG00000083937,1,1,2,2,1,2,2
ENSMUSG00000083938,0,0,0,0,0,0,0
ENSMUSG00000083939,0,0,0,0,0,0,0
ENSMUSG00000083940,0,0,0,0,0,0,0
ENSMUSG00000083941,0,0,0,0,0,0,0
ENSMUSG00000083942,0,0,0,0,0,0,0
ENSMUSG00000083943,0,0,0,0,0,0,0
ENSMUSG00000083944,0,0,0,0,0,0,0
ENSMUSG00000083945,0,0,0,0,0,0,0
ENSMUSG00000083946,0,0,0,0,0,0,0
ENSMUSG00000083947,0,0,0,0,0,0,0
ENSMUSG00000083948,0,0,0,0,0,0,0
ENSMUSG00000083949,0,0,0,0,0,0,0
ENSMUSG00000083950,0,0,0,0,0,0,0
ENSMUSG00000083951,0,0,0,0,0,0,0
ENSMUSG00000083953,3,0,0,0,0,0,0
ENSMUSG00000083954,0,0,0,0,0,0,0
ENSMUSG00000083955,0,0,0,0,0,0,0
ENSMUSG00000083956,0,0,0,0,0,0,0
ENSMUSG00000083957,0,0,0,0,0,0,0
ENSMUSG00000083958,0,0,0,0,0,0,0
ENSMUSG00000083960,0,0,0,0,0,0,0
ENSMUSG00000083961,0,0,0,0,0,0,0
ENSMUSG00000083962,0,2,1,0,0,1,0
ENSMUSG00000083963,0,0,0,0,0,0,0
ENSMUSG00000083964,0,1,0,0,1,0,0
ENSMUSG00000083966,0,0,0,0,0,0,0
ENSMUSG00000083967,0,0,0,0,0,0,0
ENSMUSG00000083969,0,0,0,0,0,0,0
ENSMUSG00000083970,0,0,0,0,0,0,0
ENSMUSG00000083971,0,0,0,0,0,0,0
ENSMUSG00000083972,0,0,0,0,0,0,0
ENSMUSG00000083973,0,0,0,0,0,0,0
ENSMUSG00000083974,0,0,0,0,0,0,0
ENSMUSG00000083975,0,0,0,5,0,0,0
ENSMUSG00000083976,0,0,0,0,0,0,0
ENSMUSG00000083977,0,0,0,0,0,0,0
ENSMUSG00000083978,0,0,0,0,0,0,0
ENSMUSG00000083979,0,0,0,0,0,0,0
ENSMUSG00000083981,0,0,0,0,0,0,0
ENSMUSG00000083982,0,0,0,0,0,0,0
ENSMUSG00000083983,0,0,0,0,0,0,0
ENSMUSG00000083985,0,0,0,0,0,0,0
ENSMUSG00000083986,0,0,0,0,0,0,0
ENSMUSG00000083987,0,0,0,0,0,0,0
ENSMUSG00000083988,0,0,0,0,0,0,0
ENSMUSG00000083989,0,0,0,0,0,0,0
ENSMUSG00000083990,0,0,0,0,0,0,0
ENSMUSG00000083991,0,0,5,0,0,2,2
ENSMUSG00000083992,2960,2637,2561,1552,2022,2811,3095
ENSMUSG00000083993,0,2,8,1,1,0,2
ENSMUSG00000083994,80,42,47,96,57,82,77
ENSMUSG00000083995,1,70,23,39,18,25,22
ENSMUSG00000083996,0,0,0,0,0,0,0
ENSMUSG00000083997,0,0,0,0,0,0,0
ENSMUSG00000083998,0,0,0,0,0,0,0
ENSMUSG00000083999,0,0,0,0,0,0,0
ENSMUSG00000084000,0,0,0,0,0,0,0
ENSMUSG00000084001,0,0,0,0,0,0,0
ENSMUSG00000084004,0,0,0,0,0,0,0
ENSMUSG00000084006,0,0,0,0,0,0,0
ENSMUSG00000084007,0,0,0,17,0,0,0
ENSMUSG00000084009,0,0,0,0,0,0,0
ENSMUSG00000084010,0,0,0,0,0,0,0
ENSMUSG00000084011,0,0,0,0,0,0,0
ENSMUSG00000084012,0,0,1,0,0,0,0
ENSMUSG00000084013,1098,1075,764,819,988,1215,1219
ENSMUSG00000084014,0,0,0,0,0,0,0
ENSMUSG00000084015,0,0,0,0,0,6,8
ENSMUSG00000084016,0,0,0,0,0,0,0
ENSMUSG00000084017,0,0,0,0,0,0,0
ENSMUSG00000084018,1,0,0,1,0,1,1
ENSMUSG00000084019,0,0,0,0,0,0,0
ENSMUSG00000084020,0,0,0,0,0,0,0
ENSMUSG00000084021,0,0,0,0,0,0,0
ENSMUSG00000084022,0,0,0,0,0,0,0
ENSMUSG00000084024,0,0,0,0,0,0,0
ENSMUSG00000084025,0,6,12,0,0,5,5
ENSMUSG00000084026,0,0,0,0,0,0,0
ENSMUSG00000084027,0,0,0,0,0,0,0
ENSMUSG00000084028,0,0,0,0,0,0,0
ENSMUSG00000084029,0,0,0,0,0,0,0
ENSMUSG00000084030,0,0,0,0,0,0,0
ENSMUSG00000084031,0,0,0,0,0,0,0
ENSMUSG00000084032,0,0,0,0,0,0,0
ENSMUSG00000084033,2,0,3,0,3,7,9
ENSMUSG00000084034,0,0,0,0,0,0,0
ENSMUSG00000084038,9,7,0,11,15,24,15
ENSMUSG00000084039,0,0,0,0,0,0,0
ENSMUSG00000084041,0,0,0,0,0,0,0
ENSMUSG00000084043,0,0,0,0,0,0,0
ENSMUSG00000084044,0,0,0,0,0,0,0
ENSMUSG00000084045,0,0,0,0,0,0,0
ENSMUSG00000084046,0,0,0,0,0,0,0
ENSMUSG00000084047,0,0,0,0,0,0,0
ENSMUSG00000084048,0,0,0,0,0,0,0
ENSMUSG00000084050,0,0,0,0,0,0,0
ENSMUSG00000084052,11,8,29,17,21,29,22
ENSMUSG00000084053,0,0,0,0,0,0,0
ENSMUSG00000084054,0,0,0,0,0,0,0
ENSMUSG00000084055,0,0,0,0,0,0,0
ENSMUSG00000084056,0,0,0,0,0,0,0
ENSMUSG00000084057,0,0,0,0,0,0,0
ENSMUSG00000084058,0,0,0,0,0,0,0
ENSMUSG00000084059,0,0,0,0,0,0,0
ENSMUSG00000084060,0,0,0,0,0,0,0
ENSMUSG00000084061,0,0,0,0,0,0,0
ENSMUSG00000084063,0,0,0,0,0,0,0
ENSMUSG00000084064,7,24,2,18,12,8,14
ENSMUSG00000084065,0,0,0,0,0,0,0
ENSMUSG00000084066,0,0,0,0,0,0,0
ENSMUSG00000084067,1199,1352,1132,984,1176,1383,1448
ENSMUSG00000084068,0,0,0,0,0,0,0
ENSMUSG00000084069,15,10,17,0,0,0,0
ENSMUSG00000084070,0,0,0,0,0,0,0
ENSMUSG00000084071,8,14,7,3,7,8,8
ENSMUSG00000084072,0,0,0,0,0,0,0
ENSMUSG00000084073,0,0,0,0,0,0,0
ENSMUSG00000084074,0,0,0,0,0,0,0
ENSMUSG00000084076,0,0,3,0,0,0,0
ENSMUSG00000084077,2,1,2,2,1,2,0
ENSMUSG00000084078,0,0,0,0,0,0,0
ENSMUSG00000084079,0,0,0,0,0,0,0
ENSMUSG00000084080,0,0,0,0,0,0,0
ENSMUSG00000084081,0,0,1,0,0,0,0
ENSMUSG00000084082,0,0,0,0,0,0,0
ENSMUSG00000084083,55,79,73,76,94,79,78
ENSMUSG00000084085,0,0,0,0,0,0,0
ENSMUSG00000084086,0,0,0,0,0,0,0
ENSMUSG00000084087,0,0,0,0,0,0,0
ENSMUSG00000084088,7,0,1,14,15,0,0
ENSMUSG00000084089,0,0,0,0,0,0,0
ENSMUSG00000084090,0,0,0,0,0,0,0
ENSMUSG00000084092,0,0,0,0,0,0,0
ENSMUSG00000084093,730,656,589,378,648,807,851
ENSMUSG00000084094,320,324,409,379,318,477,479
ENSMUSG00000084095,0,0,0,0,0,0,0
ENSMUSG00000084096,0,0,0,0,0,0,0
ENSMUSG00000084097,0,0,0,0,0,0,0
ENSMUSG00000084098,715,833,676,713,714,729,794
ENSMUSG00000084099,142,114,88,66,107,115,124
ENSMUSG00000084101,0,0,0,0,0,0,0
ENSMUSG00000084102,0,0,0,0,0,0,0
ENSMUSG00000084103,0,0,0,0,0,0,0
ENSMUSG00000084104,1072,1037,920,987,894,1153,1209
ENSMUSG00000084105,0,0,0,0,0,1,2
ENSMUSG00000084106,804,820,622,633,758,699,704
ENSMUSG00000084107,0,0,0,0,0,0,0
ENSMUSG00000084108,0,0,0,0,0,0,0
ENSMUSG00000084110,12,19,21,12,19,21,24
ENSMUSG00000084111,62,61,33,35,33,39,51
ENSMUSG00000084112,0,0,0,0,0,0,0
ENSMUSG00000084113,181,184,135,123,196,173,172
ENSMUSG00000084114,0,0,0,0,0,0,0
ENSMUSG00000084115,0,0,0,0,0,0,0
ENSMUSG00000084116,0,0,0,0,0,0,0
ENSMUSG00000084117,0,0,0,0,0,0,0
ENSMUSG00000084118,0,0,0,0,0,0,0
ENSMUSG00000084119,0,0,0,0,0,0,0
