"","OK1","OK1_2","OK3","OK4","YK1","YK3","YK4"
"ENSMUSG00000061376",0,0,0,0,0,0,0
"ENSMUSG00000061387",0,0,0,0,0,0,0
"ENSMUSG00000061388",0,0,0,0,0,0,0
"ENSMUSG00000061390",0,0,0,1,0,0,0
"ENSMUSG00000061392",0,0,0,0,0,0,0
"ENSMUSG00000061393",1043,1025,583,783,816,974,984
"ENSMUSG00000061397",0,0,0,0,0,0,0
"ENSMUSG00000061410",1795,1658,1006,1865,862,941,1761
"ENSMUSG00000061411",2001,1815,646,1738,776,1237,1550
"ENSMUSG00000061414",3,5,9,22,17,16,16
"ENSMUSG00000061436",10247,9497,9475,8856,6798,6835,5582
"ENSMUSG00000061451",548,499,319,929,681,989,1332
"ENSMUSG00000061455",1160,1070,1976,1708,774,903,2455
"ENSMUSG00000061457",0,0,0,0,0,0,0
"ENSMUSG00000061458",848,759,447,754,452,512,479
"ENSMUSG00000061461",884,818,1273,1460,1367,1402,1363
"ENSMUSG00000061462",209,188,361,276,37,81,63
"ENSMUSG00000061469",0,0,0,0,0,0,0
"ENSMUSG00000061474",11,10,31,30,38,46,28
"ENSMUSG00000061477",10,8,38,72,18,30,24
"ENSMUSG00000061479",1597,1433,1462,1366,1537,1307,1355
"ENSMUSG00000061482",31,32,51,33,54,24,46
"ENSMUSG00000061486",50,42,32,44,37,33,40
"ENSMUSG00000061488",0,0,0,0,0,0,0
"ENSMUSG00000061489",0,0,0,0,0,0,0
"ENSMUSG00000061490",1,3,0,0,0,0,2
"ENSMUSG00000061501",0,0,0,0,0,0,0
"ENSMUSG00000061510",11,9,77,42,0,0,60
"ENSMUSG00000061517",0,0,0,0,0,0,0
"ENSMUSG00000061518",458,409,497,670,760,687,927
"ENSMUSG00000061520",0,0,0,0,0,0,0
"ENSMUSG00000061524",0,0,0,0,0,0,0
"ENSMUSG00000061525",0,0,0,0,0,0,0
"ENSMUSG00000061527",0,0,0,0,0,0,0
"ENSMUSG00000061531",0,0,74,0,0,0,0
"ENSMUSG00000061533",322,338,430,456,352,292,250
"ENSMUSG00000061535",127,98,157,312,56,256,373
"ENSMUSG00000061536",207,193,246,106,175,500,166
"ENSMUSG00000061540",0,0,0,0,0,0,0
"ENSMUSG00000061544",270,251,420,293,365,375,399
"ENSMUSG00000061549",0,0,0,0,0,0,0
"ENSMUSG00000061559",1791,1690,2001,2583,2556,2118,2200
"ENSMUSG00000061561",0,0,0,0,0,0,0
"ENSMUSG00000061576",0,0,34,0,0,0,0
"ENSMUSG00000061577",0,0,5,122,0,43,0
"ENSMUSG00000061578",22,12,2,0,0,23,65
"ENSMUSG00000061584",0,0,0,0,0,0,0
"ENSMUSG00000061589",792,804,633,741,819,581,1079
"ENSMUSG00000061601",152,136,146,20,300,109,135
"ENSMUSG00000061602",0,0,0,0,0,0,0
"ENSMUSG00000061603",1,1,0,0,0,52,14
"ENSMUSG00000061607",620,543,427,637,370,480,611
"ENSMUSG00000061613",134,132,155,338,173,186,337
"ENSMUSG00000061614",0,0,0,0,0,0,0
"ENSMUSG00000061615",0,0,1,0,0,0,0
"ENSMUSG00000061616",0,0,0,0,0,0,0
"ENSMUSG00000061619",17,20,16,23,16,23,22
"ENSMUSG00000061626",0,0,0,0,0,0,0
"ENSMUSG00000061633",0,0,0,0,0,0,0
"ENSMUSG00000061637",0,0,0,0,0,0,0
"ENSMUSG00000061650",1028,975,1085,1081,1328,1026,1283
"ENSMUSG00000061653",0,0,0,0,0,0,0
"ENSMUSG00000061654",0,0,0,0,0,0,0
"ENSMUSG00000061665",2454,2398,2425,2957,2987,2807,2288
"ENSMUSG00000061666",959,926,1023,942,1134,905,868
"ENSMUSG00000061669",0,0,0,0,0,0,0
"ENSMUSG00000061684",40,29,27,43,41,35,33
"ENSMUSG00000061689",6480,6036,5713,6038,4394,4645,6608
"ENSMUSG00000061701",0,0,0,0,0,0,0
"ENSMUSG00000061702",80,54,36,46,59,26,81
"ENSMUSG00000061707",0,0,0,0,0,0,0
"ENSMUSG00000061718",1594,1484,2054,4749,3760,4887,5110
"ENSMUSG00000061723",0,0,0,0,0,0,0
"ENSMUSG00000061724",991,947,938,1143,1099,963,959
"ENSMUSG00000061728",37,45,0,0,0,0,0
"ENSMUSG00000061731",2214,2174,2912,3203,1839,2613,2812
"ENSMUSG00000061740",6195,5938,6271,5942,2481,3183,4577
"ENSMUSG00000061742",518,528,22,247,238,118,288
"ENSMUSG00000061751",944,827,796,1501,906,1342,1673
"ENSMUSG00000061755",2113,1947,1583,1211,2314,1134,1463
"ENSMUSG00000061758",424,370,510,611,636,595,1209
"ENSMUSG00000061759",470,454,553,619,497,527,572
"ENSMUSG00000061762",0,0,0,0,0,0,0
"ENSMUSG00000061769",0,0,0,0,0,0,0
"ENSMUSG00000061777",0,0,0,0,0,0,0
"ENSMUSG00000061778",6781,6332,6216,7781,6908,5045,6442
"ENSMUSG00000061780",85,73,29,6,114,57,56
"ENSMUSG00000061787",93,88,64,143,95,121,196
"ENSMUSG00000061798",0,0,0,0,0,0,0
"ENSMUSG00000061802",0,0,0,0,0,0,0
"ENSMUSG00000061808",26,36,2,0,6,22,2
"ENSMUSG00000061809",5,2,3,56,4,7,9
"ENSMUSG00000061815",35,24,0,243,179,10,36
"ENSMUSG00000061816",0,0,0,0,0,0,0
"ENSMUSG00000061825",25,29,10,28,15,10,0
"ENSMUSG00000061829",0,0,0,0,0,0,0
"ENSMUSG00000061833",1,0,0,1,0,2,0
"ENSMUSG00000061838",2266,2164,1932,3868,2441,2764,2421
"ENSMUSG00000061843",0,0,0,0,0,0,0
"ENSMUSG00000061845",0,0,0,0,0,0,0
"ENSMUSG00000061847",0,0,0,0,0,0,0
"ENSMUSG00000061848",683,634,879,837,927,878,721
"ENSMUSG00000061852",16,11,29,24,0,0,8
"ENSMUSG00000061859",923,852,698,841,2089,1434,1254
"ENSMUSG00000061863",0,0,0,0,0,0,0
"ENSMUSG00000061864",0,0,0,0,0,0,0
"ENSMUSG00000061875",0,0,0,0,0,0,0
"ENSMUSG00000061877",0,0,0,0,0,0,0
"ENSMUSG00000061878",414,410,588,1382,1096,1019,1539
"ENSMUSG00000061882",181,158,193,160,5,93,334
"ENSMUSG00000061887",1884,1757,2267,2142,1578,1992,1535
"ENSMUSG00000061894",340,279,210,229,433,497,216
"ENSMUSG00000061897",251,234,242,255,164,249,195
"ENSMUSG00000061898",663,583,607,731,501,504,1290
"ENSMUSG00000061904",14270,13432,15103,21740,20412,19423,28022
"ENSMUSG00000061906",1188,1161,124,1499,421,305,351
"ENSMUSG00000061911",0,0,0,0,0,47,0
"ENSMUSG00000061923",0,0,0,0,0,0,0
"ENSMUSG00000061928",0,0,0,0,0,0,0
"ENSMUSG00000061937",0,0,0,0,0,0,0
"ENSMUSG00000061947",24,17,42,119,88,27,56
"ENSMUSG00000061950",4221,3904,3169,3955,2984,2351,2671
"ENSMUSG00000061952",0,0,0,0,0,0,0
"ENSMUSG00000061958",0,0,0,0,0,0,0
"ENSMUSG00000061959",47,75,132,256,59,173,231
"ENSMUSG00000061961",0,0,0,0,0,0,0
"ENSMUSG00000061969",0,0,0,0,0,0,0
"ENSMUSG00000061972",59,58,40,0,39,0,0
"ENSMUSG00000061974",0,0,0,0,0,0,0
"ENSMUSG00000061975",0,0,0,0,0,0,0
"ENSMUSG00000061977",0,0,0,0,0,0,0
"ENSMUSG00000061979",1291,1198,1128,1762,1350,1193,1176
"ENSMUSG00000061981",3599,3280,5528,4981,2831,4378,4202
"ENSMUSG00000061983",21,18,6,2,15,39,28
"ENSMUSG00000061984",0,0,0,0,0,0,0
"ENSMUSG00000061988",0,0,0,0,0,0,0
"ENSMUSG00000061991",0,0,0,0,0,2,2
"ENSMUSG00000061992",0,1,1,0,0,1,0
"ENSMUSG00000062006",359,330,271,325,364,415,826
"ENSMUSG00000062007",0,0,21,9,0,1,0
"ENSMUSG00000062012",276,249,213,422,199,284,313
"ENSMUSG00000062014",4666,4317,5490,4472,5275,4917,4539
"ENSMUSG00000062017",0,0,0,0,0,0,0
"ENSMUSG00000062028",0,0,0,0,0,0,24
"ENSMUSG00000062031",1241,1174,1037,2139,704,1321,1072
"ENSMUSG00000062036",0,0,0,0,0,0,0
"ENSMUSG00000062037",0,0,0,0,0,0,0
"ENSMUSG00000062038",0,0,0,0,2,0,0
"ENSMUSG00000062040",389,386,626,405,328,286,853
"ENSMUSG00000062042",0,0,0,0,0,0,0
"ENSMUSG00000062044",13,14,9,15,14,24,27
"ENSMUSG00000062046",0,0,0,0,0,0,0
"ENSMUSG00000062054",734,664,633,1283,859,1140,1137
"ENSMUSG00000062061",0,0,0,0,0,0,0
"ENSMUSG00000062064",0,0,0,0,0,0,0
"ENSMUSG00000062070",502,461,485,609,683,574,628
"ENSMUSG00000062073",12,16,31,11,86,44,56
"ENSMUSG00000062074",0,0,0,32,0,14,0
"ENSMUSG00000062075",1558,1445,1140,823,919,911,1224
"ENSMUSG00000062077",0,0,0,0,0,0,0
"ENSMUSG00000062078",12315,11811,11453,10431,8421,11143,5219
"ENSMUSG00000062081",908,833,845,979,957,837,763
"ENSMUSG00000062082",0,0,28,0,0,0,0
"ENSMUSG00000062083",164,147,199,180,207,189,152
"ENSMUSG00000062093",71,60,101,155,161,139,126
"ENSMUSG00000062098",2662,2526,1944,2533,2430,1624,2864
"ENSMUSG00000062101",315,284,510,453,286,293,422
"ENSMUSG00000062103",0,0,0,0,0,0,0
"ENSMUSG00000062105",0,0,0,0,0,0,0
"ENSMUSG00000062110",422,462,443,586,420,511,344
"ENSMUSG00000062115",1093,1071,918,1228,632,987,1076
"ENSMUSG00000062116",505,475,590,732,412,415,1063
"ENSMUSG00000062121",0,0,0,0,0,0,0
"ENSMUSG00000062124",0,0,0,0,0,0,0
"ENSMUSG00000062127",6944,6522,6075,5899,6159,4642,3987
"ENSMUSG00000062128",0,0,0,0,0,0,0
"ENSMUSG00000062132",0,0,18,0,0,0,0
"ENSMUSG00000062142",0,0,0,0,0,0,0
"ENSMUSG00000062148",0,0,0,0,0,0,0
"ENSMUSG00000062151",8,2,1,0,0,1,0
"ENSMUSG00000062152",0,0,0,0,0,1,0
"ENSMUSG00000062154",0,0,0,0,0,0,0
"ENSMUSG00000062157",161,145,389,236,363,10,348
"ENSMUSG00000062162",0,0,0,0,0,0,0
"ENSMUSG00000062165",0,0,0,0,0,0,0
"ENSMUSG00000062168",0,0,20,28,0,10,89
"ENSMUSG00000062169",2656,2461,1900,2429,2339,1892,1649
"ENSMUSG00000062170",0,0,2,0,0,0,0
"ENSMUSG00000062175",33,32,49,24,20,35,55
"ENSMUSG00000062181",0,0,0,0,0,0,0
"ENSMUSG00000062184",70,69,54,139,158,230,0
"ENSMUSG00000062186",0,0,0,0,0,0,0
"ENSMUSG00000062190",833,758,1057,1080,591,977,972
"ENSMUSG00000062198",503,485,370,529,538,364,708
"ENSMUSG00000062199",0,0,0,0,0,0,0
"ENSMUSG00000062200",0,0,23,0,0,0,0
"ENSMUSG00000062201",0,0,0,0,0,0,0
"ENSMUSG00000062202",2995,2910,2574,2797,2571,2527,2249
"ENSMUSG00000062203",3362,3089,2422,2429,3323,2539,3023
"ENSMUSG00000062204",0,0,0,13,0,0,0
"ENSMUSG00000062209",127,93,78,376,279,480,645
"ENSMUSG00000062210",1668,1518,1034,2156,2796,1761,1391
"ENSMUSG00000062224",0,0,0,0,0,0,0
"ENSMUSG00000062226",0,0,0,0,0,0,0
"ENSMUSG00000062232",5206,4669,4615,4098,4536,5526,3503
"ENSMUSG00000062234",6022,5614,4768,4930,6649,4815,4674
"ENSMUSG00000062235",0,0,0,0,0,0,0
"ENSMUSG00000062245",0,0,0,0,0,0,0
"ENSMUSG00000062248",35,49,17,35,51,53,28
"ENSMUSG00000062252",0,0,0,0,0,0,0
"ENSMUSG00000062257",3,5,0,1,0,0,0
"ENSMUSG00000062270",1129,1049,1004,1174,941,1015,1163
"ENSMUSG00000062272",0,0,0,0,0,0,0
"ENSMUSG00000062275",0,0,0,0,0,0,0
"ENSMUSG00000062278",0,0,0,0,0,0,0
"ENSMUSG00000062279",0,0,0,0,0,0,0
"ENSMUSG00000062280",0,0,0,0,0,0,0
"ENSMUSG00000062282",0,0,0,0,0,0,0
"ENSMUSG00000062284",6,5,26,6,0,0,7
"ENSMUSG00000062296",0,0,29,12,0,0,58
"ENSMUSG00000062300",5976,5513,6286,7471,8258,6901,7060
"ENSMUSG00000062309",0,0,38,0,0,12,32
"ENSMUSG00000062310",0,0,0,0,0,0,39
"ENSMUSG00000062312",3186,2933,2509,2249,4844,2605,4332
"ENSMUSG00000062314",0,0,0,0,0,0,0
"ENSMUSG00000062319",0,0,0,0,0,0,0
"ENSMUSG00000062327",0,0,0,0,0,12,0
"ENSMUSG00000062328",36,36,28,169,31,78,172
"ENSMUSG00000062329",463,400,959,1341,1464,1513,758
"ENSMUSG00000062342",0,0,0,0,0,0,0
"ENSMUSG00000062345",0,0,0,0,0,0,0
"ENSMUSG00000062352",1058,985,1055,1288,944,1194,979
"ENSMUSG00000062353",252,236,311,294,331,299,268
"ENSMUSG00000062365",0,0,1,0,0,0,0
"ENSMUSG00000062369",0,0,0,0,0,0,0
"ENSMUSG00000062372",0,0,0,0,0,0,0
"ENSMUSG00000062373",6431,5938,5648,7337,6970,5465,6542
"ENSMUSG00000062376",232,214,371,456,423,419,418
"ENSMUSG00000062380",0,1,0,0,0,0,0
"ENSMUSG00000062382",7099,6778,8643,11361,7225,8991,7813
"ENSMUSG00000062391",0,0,0,0,2,0,1
"ENSMUSG00000062393",0,0,0,0,0,0,0
"ENSMUSG00000062397",9483,8937,8452,12382,10287,10457,10370
"ENSMUSG00000062400",0,0,0,0,0,0,0
"ENSMUSG00000062410",66,56,0,62,40,22,0
"ENSMUSG00000062421",6846,6447,7362,7062,5562,5273,5854
"ENSMUSG00000062426",0,0,0,0,0,0,0
"ENSMUSG00000062432",0,0,9,30,0,0,0
"ENSMUSG00000062433",0,0,0,0,0,0,0
"ENSMUSG00000062434",0,0,0,0,0,0,0
"ENSMUSG00000062438",0,0,0,0,0,0,0
"ENSMUSG00000062444",33,37,0,0,0,0,0
"ENSMUSG00000062456",221,218,256,251,261,269,201
"ENSMUSG00000062458",0,0,0,0,1,0,0
"ENSMUSG00000062461",1,1,2,0,1,0,0
"ENSMUSG00000062464",3,0,1,0,0,1,2
"ENSMUSG00000062470",29,25,1,33,15,34,60
"ENSMUSG00000062472",0,0,0,0,0,0,0
"ENSMUSG00000062477",0,0,0,0,0,0,0
"ENSMUSG00000062478",0,0,0,0,0,0,0
"ENSMUSG00000062480",19,14,3,13,8,13,0
"ENSMUSG00000062483",0,0,0,0,0,0,0
"ENSMUSG00000062488",2268,2364,2021,1844,3103,2008,3032
"ENSMUSG00000062496",0,0,0,0,0,0,18
"ENSMUSG00000062497",0,0,0,0,0,0,0
"ENSMUSG00000062510",118,119,61,181,146,38,43
"ENSMUSG00000062511",0,0,0,0,0,0,0
"ENSMUSG00000062515",42063,39135,32981,27601,38144,26354,28396
"ENSMUSG00000062518",0,0,0,0,0,0,0
"ENSMUSG00000062519",475,443,362,337,144,167,415
"ENSMUSG00000062524",0,0,0,0,0,0,0
"ENSMUSG00000062526",876,740,1009,1414,1084,1041,1435
"ENSMUSG00000062527",0,0,0,0,0,0,0
"ENSMUSG00000062528",0,0,0,0,0,0,0
"ENSMUSG00000062542",33,28,0,161,0,43,0
"ENSMUSG00000062543",0,0,0,0,0,0,0
"ENSMUSG00000062545",144,125,0,118,0,0,56
"ENSMUSG00000062546",0,0,0,0,0,0,0
"ENSMUSG00000062551",0,0,0,0,0,0,0
"ENSMUSG00000062553",0,0,0,0,0,0,0
"ENSMUSG00000062554",106,90,91,125,119,162,92
"ENSMUSG00000062556",0,0,0,0,0,0,0
"ENSMUSG00000062561",0,0,0,0,0,0,0
"ENSMUSG00000062563",372,370,620,983,555,1111,1310
"ENSMUSG00000062564",0,0,0,0,0,0,0
"ENSMUSG00000062580",1903,1866,2147,2949,3082,2871,3054
"ENSMUSG00000062582",1,0,0,1,0,2,0
"ENSMUSG00000062585",1488,1517,2217,1213,774,601,1132
"ENSMUSG00000062588",182,199,241,223,185,261,304
"ENSMUSG00000062590",469,508,488,1100,422,452,560
"ENSMUSG00000062591",0,0,18,50,25,84,56
"ENSMUSG00000062593",0,0,33,35,0,0,23
"ENSMUSG00000062598",0,0,0,0,0,0,0
"ENSMUSG00000062604",1910,1747,1984,1607,1928,1817,1754
"ENSMUSG00000062608",0,0,0,0,0,0,28
"ENSMUSG00000062609",733,642,218,857,467,238,292
"ENSMUSG00000062611",297,263,308,390,243,435,258
"ENSMUSG00000062619",264,258,314,306,315,351,262
"ENSMUSG00000062621",0,0,0,0,0,0,0
"ENSMUSG00000062624",0,0,0,0,0,0,0
"ENSMUSG00000062627",2311,2323,1905,3005,1627,1814,2610
"ENSMUSG00000062629",0,0,0,0,0,0,0
"ENSMUSG00000062638",0,0,0,19,0,0,0
"ENSMUSG00000062646",1057,943,1182,1532,778,1492,1331
"ENSMUSG00000062647",165,134,177,282,204,176,285
"ENSMUSG00000062649",0,0,0,0,0,0,0
"ENSMUSG00000062651",0,0,0,0,0,0,0
"ENSMUSG00000062661",101,59,26,236,77,116,227
"ENSMUSG00000062683",19,21,18,39,9,13,30
"ENSMUSG00000062687",0,0,0,0,0,0,1
"ENSMUSG00000062691",86,113,234,268,248,223,233
"ENSMUSG00000062694",4,3,0,18,29,0,0
"ENSMUSG00000062704",0,0,0,0,0,0,0
"ENSMUSG00000062705",0,0,0,0,0,0,0
"ENSMUSG00000062712",0,0,0,0,0,0,0
"ENSMUSG00000062713",345,313,376,715,798,803,961
"ENSMUSG00000062727",0,0,0,0,0,0,0
"ENSMUSG00000062729",1730,1647,2256,2738,1822,1441,3901
"ENSMUSG00000062732",0,0,0,0,0,0,0
"ENSMUSG00000062737",0,0,0,0,0,0,0
"ENSMUSG00000062742",0,0,0,0,1,1,1
"ENSMUSG00000062743",283,292,422,606,469,371,678
"ENSMUSG00000062751",0,0,0,0,0,0,0
"ENSMUSG00000062753",425,387,558,508,528,414,509
"ENSMUSG00000062757",0,0,0,0,0,0,0
"ENSMUSG00000062758",0,0,2,1,0,0,1
"ENSMUSG00000062760",0,0,0,0,0,0,0
"ENSMUSG00000062761",3145,2875,2294,2713,2289,1833,3249
"ENSMUSG00000062762",4104,3792,4913,5667,6325,4773,5672
"ENSMUSG00000062773",0,0,0,0,0,0,0
"ENSMUSG00000062778",0,0,1,0,0,0,0
"ENSMUSG00000062782",0,0,0,0,0,0,0
"ENSMUSG00000062783",0,0,0,0,0,0,0
"ENSMUSG00000062785",4,7,15,76,44,14,56
"ENSMUSG00000062791",0,0,0,0,0,0,0
"ENSMUSG00000062793",0,0,0,0,0,0,0
"ENSMUSG00000062794",0,0,86,7,0,106,92
"ENSMUSG00000062797",1237,1049,1170,1511,1941,1275,1193
"ENSMUSG00000062814",0,0,0,0,0,0,0
"ENSMUSG00000062818",0,0,0,0,0,0,0
"ENSMUSG00000062822",1316,1213,1250,1269,1460,1063,2222
"ENSMUSG00000062825",1438,1270,1411,1615,1300,1959,1895
"ENSMUSG00000062826",0,0,0,0,0,0,0
"ENSMUSG00000062833",0,0,0,0,0,0,0
"ENSMUSG00000062844",0,0,0,0,0,0,0
"ENSMUSG00000062846",337,303,300,312,320,266,264
"ENSMUSG00000062859",11,12,19,137,17,106,123
"ENSMUSG00000062861",450,429,459,669,467,599,612
"ENSMUSG00000062866",5183,4968,4674,5789,3897,4795,4382
"ENSMUSG00000062867",240,253,403,1045,545,426,1446
"ENSMUSG00000062868",0,0,0,0,0,0,0
"ENSMUSG00000062873",0,0,0,0,0,0,0
"ENSMUSG00000062874",0,0,0,0,0,0,0
"ENSMUSG00000062878",0,0,0,0,0,0,0
"ENSMUSG00000062892",0,0,0,0,0,0,0
"ENSMUSG00000062896",0,0,0,0,0,0,0
"ENSMUSG00000062901",7953,7435,6279,5513,5040,4111,5722
"ENSMUSG00000062905",0,0,0,0,0,0,0
"ENSMUSG00000062906",2648,2378,2099,2329,2949,2041,3437
"ENSMUSG00000062908",5466,5308,4829,8855,8536,7564,9546
"ENSMUSG00000062914",0,0,0,0,0,0,0
"ENSMUSG00000062929",3390,3143,2920,3778,3943,3679,4231
"ENSMUSG00000062931",295,297,299,355,529,234,208
"ENSMUSG00000062933",849,810,931,1042,961,1029,800
"ENSMUSG00000062937",1565,1390,1585,2160,1306,1663,1584
"ENSMUSG00000062939",39,31,17,46,0,43,118
"ENSMUSG00000062944",166,157,267,531,315,434,264
"ENSMUSG00000062949",1523,1447,1611,1699,2277,1484,1226
"ENSMUSG00000062952",0,0,0,0,0,0,0
"ENSMUSG00000062960",129002,121339,111356,83273,83232,72601,87708
"ENSMUSG00000062961",0,0,0,0,0,0,0
"ENSMUSG00000062962",0,0,0,0,0,0,0
"ENSMUSG00000062963",986,941,1133,1384,1177,1355,1238
"ENSMUSG00000062980",1662,1630,1840,1497,2179,1184,1778
"ENSMUSG00000062981",1024,1009,1158,1383,1659,1701,1654
"ENSMUSG00000062987",0,0,0,0,0,0,0
"ENSMUSG00000062991",126,118,0,0,136,32,70
"ENSMUSG00000062995",4357,4294,4184,3873,3293,3556,3837
"ENSMUSG00000062997",24,26,34,35,13,21,61
"ENSMUSG00000063001",0,1,0,0,0,0,0
"ENSMUSG00000063011",0,0,0,32,0,0,0
"ENSMUSG00000063015",5299,4766,5346,7303,4950,5430,3558
"ENSMUSG00000063018",0,0,8,9,15,20,4
"ENSMUSG00000063019",1174,1144,1416,1617,1350,1347,1390
"ENSMUSG00000063020",0,0,0,0,0,0,0
"ENSMUSG00000063021",0,1,0,0,0,0,0
"ENSMUSG00000063047",108,82,64,126,3,89,169
"ENSMUSG00000063049",658,606,964,1156,1463,1039,1297
"ENSMUSG00000063052",1373,1258,1370,1438,1424,1189,1265
"ENSMUSG00000063058",0,0,0,0,0,0,0
"ENSMUSG00000063060",14950,13708,15400,18442,10990,12591,11147
"ENSMUSG00000063063",0,0,1,0,0,0,0
"ENSMUSG00000063065",7340,6624,9275,9034,6759,8882,7021
"ENSMUSG00000063077",4416,4055,3380,2918,4732,2519,2297
"ENSMUSG00000063087",234,214,87,69,89,78,101
"ENSMUSG00000063089",2,2,22,68,0,14,24
"ENSMUSG00000063106",0,0,0,0,0,0,0
"ENSMUSG00000063108",656,646,644,70,337,482,933
"ENSMUSG00000063109",42,38,40,2,0,0,6
"ENSMUSG00000063116",0,0,0,0,0,0,0
"ENSMUSG00000063120",0,0,0,0,0,0,0
"ENSMUSG00000063129",39,52,43,64,82,66,61
"ENSMUSG00000063130",10,13,30,76,24,64,45
"ENSMUSG00000063133",0,0,4,6,0,0,0
"ENSMUSG00000063137",0,0,0,0,0,0,0
"ENSMUSG00000063142",73,71,0,1,17,6,0
"ENSMUSG00000063145",418,365,336,326,272,282,500
"ENSMUSG00000063146",331,259,193,334,150,259,244
"ENSMUSG00000063157",0,0,0,0,0,0,0
"ENSMUSG00000063160",498,432,747,687,443,575,516
"ENSMUSG00000063163",0,0,0,0,0,0,0
"ENSMUSG00000063166",0,0,0,0,0,0,0
"ENSMUSG00000063171",1491,1344,1212,1507,1840,1147,1407
"ENSMUSG00000063172",103,102,106,159,142,163,147
"ENSMUSG00000063173",0,0,0,0,0,0,0
"ENSMUSG00000063176",0,0,0,0,0,0,0
"ENSMUSG00000063177",3,6,14,4,3,8,0
"ENSMUSG00000063179",326,313,250,418,288,459,424
"ENSMUSG00000063180",0,0,0,0,0,0,0
"ENSMUSG00000063188",0,0,0,0,0,0,0
"ENSMUSG00000063193",0,0,0,0,0,0,0
"ENSMUSG00000063200",2190,2087,2805,2954,2132,2721,2843
"ENSMUSG00000063206",0,0,0,0,0,0,0
"ENSMUSG00000063216",0,0,0,0,0,0,0
"ENSMUSG00000063221",0,0,0,0,0,0,0
"ENSMUSG00000063225",0,0,0,0,0,0,0
"ENSMUSG00000063229",19189,17868,16908,22336,19128,18812,18881
"ENSMUSG00000063230",0,0,0,0,0,0,0
"ENSMUSG00000063232",0,0,0,0,0,0,0
"ENSMUSG00000063234",0,0,0,0,0,0,0
"ENSMUSG00000063235",454,440,714,622,448,640,646
"ENSMUSG00000063236",1618,1501,1912,1897,2046,1877,2006
"ENSMUSG00000063239",2,1,0,0,0,0,0
"ENSMUSG00000063240",0,0,0,0,0,0,0
"ENSMUSG00000063245",0,0,0,7,1,1,0
"ENSMUSG00000063251",0,0,0,0,0,0,0
"ENSMUSG00000063252",0,0,0,0,0,0,0
"ENSMUSG00000063253",1664,1518,1834,2112,2181,1799,2117
"ENSMUSG00000063254",0,0,0,0,0,0,9
"ENSMUSG00000063260",0,0,0,0,0,0,0
"ENSMUSG00000063268",4250,3826,3505,3794,4282,3457,4602
"ENSMUSG00000063273",2408,2357,1687,1725,2581,1835,1752
"ENSMUSG00000063275",49,42,70,86,118,70,131
"ENSMUSG00000063277",0,0,0,0,0,0,0
"ENSMUSG00000063281",1258,1138,951,806,839,820,1332
"ENSMUSG00000063286",6496,6042,3144,4396,3919,3233,4908
"ENSMUSG00000063296",1552,1442,880,1590,2256,2096,1387
"ENSMUSG00000063297",0,0,30,0,0,0,0
"ENSMUSG00000063305",0,0,0,0,0,0,0
"ENSMUSG00000063314",1,0,0,0,1,0,1
"ENSMUSG00000063316",143,161,212,293,387,218,322
"ENSMUSG00000063317",1609,1546,1069,1232,1917,813,468
"ENSMUSG00000063320",94,91,84,130,140,174,157
"ENSMUSG00000063328",0,0,0,0,0,0,0
"ENSMUSG00000063334",2015,1916,1192,1415,1853,1592,1513
"ENSMUSG00000063350",0,0,0,0,0,0,0
"ENSMUSG00000063354",0,0,0,39,0,0,0
"ENSMUSG00000063358",12229,11310,10065,10187,13917,9069,10738
"ENSMUSG00000063362",1012,968,1132,1307,602,794,1381
"ENSMUSG00000063364",7,8,3,8,6,21,17
"ENSMUSG00000063374",0,0,0,0,0,0,0
"ENSMUSG00000063376",0,0,0,0,0,0,0
"ENSMUSG00000063380",0,0,0,0,0,0,0
"ENSMUSG00000063382",837,771,770,571,968,506,821
"ENSMUSG00000063383",74,83,68,21,6,99,0
"ENSMUSG00000063386",0,0,0,0,0,0,0
"ENSMUSG00000063388",155,149,283,503,106,239,445
"ENSMUSG00000063394",0,0,0,0,0,0,0
"ENSMUSG00000063406",7237,6621,5489,5736,4824,4542,4774
"ENSMUSG00000063409",0,0,0,0,1,0,0
"ENSMUSG00000063410",153,141,181,239,284,184,225
"ENSMUSG00000063412",449,382,486,506,533,486,418
"ENSMUSG00000063415",2915,2795,3677,2938,639,2020,1386
"ENSMUSG00000063428",309,274,277,526,621,631,842
"ENSMUSG00000063430",61,48,75,88,111,51,60
"ENSMUSG00000063434",200,159,78,247,270,214,392
"ENSMUSG00000063439",414,412,611,879,379,502,469
"ENSMUSG00000063442",0,1,3,0,0,0,0
"ENSMUSG00000063445",51,30,162,93,31,230,23
"ENSMUSG00000063446",14,19,73,71,88,213,43
"ENSMUSG00000063447",0,0,0,0,0,0,0
"ENSMUSG00000063450",4720,4444,1921,2447,4421,2403,3024
"ENSMUSG00000063452",0,0,0,0,0,0,0
"ENSMUSG00000063455",268,270,194,617,978,218,420
"ENSMUSG00000063457",671,611,773,835,816,872,720
"ENSMUSG00000063458",33,16,33,4,6,51,0
"ENSMUSG00000063478",0,0,0,0,0,0,0
"ENSMUSG00000063480",1353,1190,1450,2138,1819,1647,2064
"ENSMUSG00000063488",60,58,216,178,63,71,88
"ENSMUSG00000063506",7,2,9,34,0,5,0
"ENSMUSG00000063507",0,0,0,0,0,0,0
"ENSMUSG00000063511",2501,2260,2009,2807,2248,1947,2948
"ENSMUSG00000063514",0,0,0,0,0,0,0
